Order Date,Ship Date,Sales,Quantity,Discount,Profit
02/14/2023,02/19/2023,6846.742922679178,9,0.15,574.2681779096944
04/26/2021,05/01/2021,1474.0959003263708,11,0.15,37.97096954179763
11/16/2023,11/18/2023,3195.4807378096148,6,0.2,173.06970933156987
07/05/2022,07/12/2022,7738.174603023799,14,0.1,1489.0347846120537
09/20/2022,09/24/2022,2337.3919779623616,3,0.0,509.54512464243305
08/21/2022,08/27/2022,3670.0074004101484,11,0.4,39.595597827028996
06/20/2021,06/23/2021,293.1263658933931,5,0.15,80.4004171174269
01/07/2023,01/08/2023,7087.877915037077,10,0.0,2144.0752116326303
04/11/2023,04/15/2023,3114.584105975322,8,0.0,1186.4370560881716
11/01/2022,11/04/2022,1766.2436165173613,9,0.4,59.3498959229594
05/07/2020,05/11/2020,5553.838158615025,8,0.3,175.88395993896674
04/01/2020,04/08/2020,1783.4873049003916,3,0.0,243.99062531705684
06/26/2021,06/29/2021,6422.506942830455,9,0.0,1937.0808786510815
04/25/2022,05/02/2022,1593.1886266988754,3,0.0,561.6345613033404
09/15/2022,09/18/2022,6178.18335593709,8,0.0,958.3709802274425
03/22/2021,03/26/2021,6413.692069232291,10,0.15,1851.1571542196566
01/24/2021,01/26/2021,5350.654701639207,9,0.1,1112.309404970548
11/02/2021,11/06/2021,5936.705503434567,7,0.15,405.0269221167204
02/12/2020,02/19/2020,1488.6259159753804,4,0.2,287.0949017636561
09/10/2020,09/14/2020,7091.304248151735,10,0.0,1815.486089412913
02/27/2023,03/02/2023,7198.201648591821,9,0.0,780.6814218780847
12/19/2022,12/20/2022,1146.8230874957967,3,0.0,252.0407061614708
10/24/2021,10/27/2021,1387.8098318342472,3,0.0,465.52193093691614
04/11/2021,04/16/2021,1938.9511874533591,2,0.0,516.9769826166149
10/13/2020,10/17/2020,356.7289091204071,10,0.15,39.101889717627245
10/07/2022,10/13/2022,718.0796645847408,3,0.3,164.14764656150004
02/16/2022,02/20/2022,393.08066617222664,1,0.2,28.039902802821516
12/10/2020,12/12/2020,32.06096078779533,4,0.3,0.8278397229894062
10/03/2021,10/10/2021,6120.923643976511,8,0.15,804.2391990187836
01/16/2021,01/22/2021,1173.5278248401485,5,0.2,314.929521167119
11/20/2021,11/23/2021,530.2555675766996,2,0.0,133.77691440798108
06/30/2023,07/02/2023,1233.1844001003064,3,0.5,67.39811215867263
12/15/2022,12/19/2022,285.20339621745063,1,0.0,112.05049690335042
04/01/2021,04/04/2021,1322.0927359260043,2,0.0,442.8863768523407
09/09/2022,09/12/2022,823.2881124629396,1,0.0,124.95869901483536
03/23/2020,03/28/2020,794.5520792332687,2,0.5,68.73366416213878
01/27/2023,02/01/2023,1176.1968450775043,3,0.5,87.62801143055545
05/28/2020,05/29/2020,78.20095533326601,1,0.2,5.457261358461631
09/14/2023,09/19/2023,832.6034553335892,11,0.15,102.08130440010812
03/25/2023,04/01/2023,2540.9889165781105,9,0.1,668.3778418812657
07/08/2020,07/14/2020,227.94201192028797,10,0.5,-17.889361341124143
06/01/2022,06/04/2022,2148.058116404805,5,0.15,187.86070101711425
09/19/2020,09/24/2020,1924.0043789160773,8,0.4,213.64497031648898
01/08/2023,01/09/2023,2807.2782670885886,5,0.0,1022.3508034355852
02/03/2021,02/07/2021,2446.4052262639484,8,0.0,299.69688395351636
02/02/2022,02/08/2022,2405.392668506561,7,0.3,201.50532574074074
08/31/2021,09/05/2021,4096.7678184055585,12,0.0,1155.9135526737111
07/07/2023,07/10/2023,487.8144271225812,4,0.4,50.18782914483311
02/23/2022,02/27/2022,4113.099990256552,7,0.1,1434.8910187575855
04/10/2020,04/17/2020,2436.125552943096,6,0.4,255.32444350060376
10/14/2023,10/17/2023,2492.8181274667577,3,0.0,713.061237157388
11/04/2023,11/08/2023,6307.230710319752,9,0.2,1872.7444921486872
03/30/2022,04/06/2022,8489.007423890836,12,0.0,1003.4044306082999
05/29/2023,06/05/2023,5870.296399559564,10,0.15,277.8474030335657
03/30/2022,04/05/2022,773.4742315923611,13,0.1,168.77575746755778
02/23/2021,02/26/2021,534.0665206961542,9,0.5,-22.644749299668934
05/03/2020,05/08/2020,9691.801291114878,14,0.15,523.4469588522667
02/25/2021,03/02/2021,1203.1087450369762,5,0.0,230.91827854254683
06/08/2023,06/09/2023,1737.6451661515782,8,0.4,177.7721279797976
12/22/2022,12/26/2022,1076.9106609738262,7,0.0,392.19415887954597
02/06/2022,02/07/2022,1828.8040400025284,9,0.0,234.630699194442
04/27/2021,04/29/2021,5443.641441115529,7,0.0,1426.470958017275
06/02/2021,06/07/2021,753.8748652970721,4,0.3,29.276481192127097
06/03/2020,06/07/2020,1818.178466406193,4,0.0,545.8132646916978
04/01/2020,04/07/2020,1761.7012526151157,11,0.0,466.56094107262277
09/08/2022,09/09/2022,3269.5229148141007,8,0.4,582.0185693985729
03/30/2021,04/05/2021,3070.145554526994,6,0.3,-118.79877232740066
08/20/2021,08/26/2021,3312.67855247754,9,0.0,798.3925751155125
05/24/2021,05/30/2021,8813.270812209059,14,0.2,509.65264888404
04/21/2023,04/22/2023,1485.045512417431,10,0.4,90.6390290381366
01/20/2021,01/22/2021,9729.787528708164,14,0.0,3464.522449870157
02/08/2021,02/15/2021,3590.0581844706217,7,0.3,802.0008985429755
09/02/2020,09/09/2020,6104.516065268597,7,0.1,1034.5292790058425
01/11/2022,01/12/2022,815.994725018487,4,0.15,219.1224555827605
10/22/2021,10/29/2021,308.3201257269756,3,0.0,56.777898032737475
10/11/2021,10/14/2021,1838.7544628548435,8,0.15,49.44683602610719
12/17/2023,12/24/2023,921.435022314085,7,0.0,328.5576682471747
06/19/2022,06/24/2022,569.5915693099731,4,0.2,20.404861964161967
03/05/2020,03/06/2020,4430.053767586391,13,0.0,466.4108437802766
11/02/2022,11/09/2022,1679.4033570191234,4,0.0,346.1910307716088
07/31/2020,08/01/2020,904.6869834938658,1,0.0,193.43473987290767
08/29/2020,08/31/2020,1568.1790261446606,11,0.3,-42.080435647117014
05/07/2021,05/10/2021,6804.289703134029,7,0.0,2342.409349696813
05/21/2023,05/22/2023,812.05167779721,1,0.0,180.01384490012953
12/03/2020,12/08/2020,8826.566759945066,10,0.0,2179.959721257767
06/21/2020,06/28/2020,7441.196398742729,10,0.2,590.7385772720822
11/02/2021,11/07/2021,3022.835140678838,4,0.0,766.143689774225
06/12/2020,06/19/2020,6959.849893047837,11,0.2,1600.9006160953409
04/09/2021,04/10/2021,6208.161590953887,14,0.0,2308.5347777223697
09/21/2022,09/27/2022,1546.0371969884445,3,0.0,604.7461787533098
05/11/2021,05/18/2021,9238.289667739782,11,0.1,1644.5742504736347
11/30/2021,12/06/2021,692.0520343868213,3,0.4,136.34128038308205
01/29/2021,02/01/2021,618.3312280027815,12,0.0,116.54722103105414
12/03/2021,12/08/2021,765.1268416200252,1,0.0,78.11392676160365
11/03/2020,11/09/2020,2309.703746401373,4,0.0,762.8607632677115
07/01/2020,07/06/2020,9719.053712366554,14,0.15,763.2440385210251
09/20/2021,09/27/2021,84.79575394485249,1,0.0,9.813959658515692
05/24/2021,05/31/2021,6125.192771596112,14,0.3,1391.660193495915
06/29/2021,07/02/2021,3317.974778441055,13,0.0,1119.9599873097459
09/15/2021,09/22/2021,11755.06681114401,13,0.0,1537.5561614849141
08/16/2021,08/19/2021,950.4867227546258,8,0.0,316.5815076598371
01/13/2022,01/19/2022,717.9427929981405,1,0.15,199.7316198430505
06/04/2023,06/11/2023,996.2208364123508,12,0.15,295.4696355384113
12/30/2023,12/31/2023,487.8493471883936,14,0.0,128.3571734839392
12/16/2023,12/20/2023,873.7518086694112,6,0.4,97.00708979220471
07/07/2021,07/09/2021,2377.9986686219186,7,0.0,781.5810640243765
01/21/2020,01/25/2020,5042.107872750021,10,0.2,1041.6575389298391
07/07/2021,07/11/2021,1769.1326274817854,14,0.1,431.75697004452655
01/31/2021,02/05/2021,5315.47961106197,12,0.0,1404.7099743029476
09/16/2021,09/19/2021,297.109352514583,2,0.3,27.856567711464006
04/14/2020,04/19/2020,2398.900807328459,4,0.3,596.9364937238219
07/10/2020,07/16/2020,599.6852715897111,11,0.0,120.69759564461984
01/17/2020,01/19/2020,4565.967202712612,14,0.1,349.20805339770385
02/17/2023,02/23/2023,1905.1810175082535,3,0.0,627.7782727759367
01/27/2021,01/28/2021,10099.228123799187,13,0.15,900.3190542550177
02/28/2021,03/02/2021,11301.075350070432,13,0.0,2936.1098736669915
05/08/2020,05/13/2020,5646.312500988549,9,0.3,-120.03803481078802
02/27/2023,03/06/2023,1011.1466504461318,14,0.0,288.9707055066872
07/25/2021,08/01/2021,5897.598201941775,7,0.0,2259.9727305579877
01/29/2020,02/03/2020,1564.2269055173558,2,0.0,495.5649374129331
01/25/2023,01/31/2023,9937.480660611489,11,0.0,1633.328628957813
10/30/2022,11/04/2022,3439.3734495225503,12,0.1,1174.0005951124485
08/29/2020,09/03/2020,5475.884731263799,6,0.0,1052.0602641567748
08/19/2020,08/23/2020,2942.0256544962,9,0.2,385.359747418523
02/27/2022,02/28/2022,7653.104264046504,12,0.0,1908.952874187417
07/31/2023,08/07/2023,1031.8492831078281,3,0.2,306.6817275334219
12/15/2021,12/19/2021,5460.486522252232,14,0.1,385.8784956504649
01/28/2022,02/02/2022,3031.438567338239,11,0.5,178.91092171159795
03/12/2022,03/15/2022,1087.1023275738428,6,0.5,-45.02857992015269
02/14/2022,02/18/2022,7789.134318400124,14,0.3,-206.4307866138708
12/26/2021,12/31/2021,1529.5256353466077,3,0.2,429.046467063026
07/18/2020,07/25/2020,2078.5746117706685,3,0.0,575.6768191908158
08/02/2022,08/07/2022,763.9182471025471,4,0.2,172.68784665522642
03/19/2020,03/20/2020,4364.457910184603,9,0.5,-339.92305179601755
08/13/2022,08/19/2022,7299.317704747593,11,0.0,2397.55051230639
05/05/2022,05/07/2022,2401.119698855526,13,0.1,716.8365946601
04/11/2023,04/15/2023,6023.882728290588,8,0.0,1380.9680022450975
04/11/2021,04/15/2021,163.77926595799184,1,0.1,36.29134667787478
08/03/2021,08/07/2021,945.7636153746728,13,0.0,370.32486623296444
12/10/2023,12/15/2023,5748.600911591261,12,0.1,1747.6832826373325
07/28/2022,07/29/2022,5524.088274745165,11,0.1,1013.4217156471534
03/24/2021,03/29/2021,98.5379594921413,1,0.5,4.86503166826468
03/27/2020,04/01/2020,2235.8394755501954,7,0.1,637.8166819187356
04/10/2020,04/16/2020,1987.2543657160109,3,0.3,-84.85845181374677
10/28/2022,10/31/2022,4090.14479673261,14,0.0,1130.9651033042007
04/24/2022,04/25/2022,1804.1361817348647,11,0.0,713.2807261968238
05/08/2023,05/12/2023,6948.454373551597,7,0.0,2669.277896003925
03/27/2020,03/29/2020,2783.5423291499587,9,0.0,973.4941555096657
02/12/2020,02/16/2020,2050.3534092438535,3,0.0,270.36826931245884
11/09/2023,11/14/2023,645.9603649871591,3,0.1,224.93143209326772
12/29/2023,12/30/2023,998.3159730297458,2,0.1,232.46930098608712
02/11/2021,02/18/2021,3335.5629173199145,10,0.15,306.4464201615098
10/25/2021,10/26/2021,961.9634685475967,1,0.0,290.78290107308896
11/06/2022,11/07/2022,3946.3003422448455,9,0.0,1408.6598020772308
05/27/2020,05/30/2020,3000.495455933525,6,0.15,176.12406719789388
10/03/2020,10/07/2020,5671.911619446873,6,0.0,2126.5780079729698
08/19/2020,08/22/2020,7914.735655508604,8,0.0,2976.42565650044
12/31/2020,01/07/2021,1217.059584014412,11,0.0,126.62205379550781
06/05/2023,06/12/2023,4179.887524609825,5,0.0,1546.9585519035315
03/11/2021,03/17/2021,3494.6579632083867,9,0.0,1342.107229626744
02/02/2021,02/04/2021,6587.684610579123,11,0.0,733.2589623316602
05/19/2023,05/25/2023,1906.4879908284652,5,0.0,358.89616800512454
11/15/2023,11/20/2023,692.0785741170155,2,0.15,94.76787774582323
05/13/2021,05/16/2021,1003.6137637515626,6,0.0,205.40676031743905
06/23/2021,06/26/2021,5193.349144592285,9,0.0,1701.865558365202
07/16/2021,07/22/2021,992.2478156734995,3,0.4,7.373728666996613
03/17/2021,03/22/2021,1579.6978452241271,10,0.2,453.33164543333544
07/08/2023,07/09/2023,2185.252500162408,4,0.0,870.8182866433418
02/11/2022,02/16/2022,5840.225182828651,10,0.4,-28.93445415467831
12/15/2020,12/19/2020,7889.909608847769,11,0.0,1993.3085463986777
10/07/2023,10/13/2023,3889.381871900147,8,0.0,1039.677482724721
06/03/2021,06/08/2021,2750.7694371766847,6,0.5,65.5256633696192
09/05/2023,09/06/2023,5274.0070377563,13,0.3,328.37390880550004
05/17/2020,05/22/2020,1005.8826311836774,7,0.0,150.6792572712899
09/18/2022,09/21/2022,3284.605580439274,7,0.15,135.87809746353742
01/02/2021,01/04/2021,643.155506321511,4,0.15,36.598506628828254
05/28/2023,05/31/2023,9237.95748432237,12,0.0,3421.622788597497
09/22/2023,09/29/2023,5805.014832910568,6,0.0,1068.7758049538895
05/31/2023,06/02/2023,4406.524784374764,12,0.0,542.2091922961986
12/25/2020,01/01/2021,2379.0709871492895,9,0.4,207.11932662863614
07/09/2022,07/14/2022,1281.8445065107312,3,0.0,157.1440680946485
11/24/2020,11/28/2020,1871.6606466363717,8,0.2,39.334599107911394
08/19/2022,08/24/2022,5573.6671566089135,7,0.0,1596.6948498882562
04/07/2021,04/08/2021,2486.204197678104,4,0.0,689.7192213517867
08/03/2022,08/08/2022,623.9938509479491,10,0.15,23.364317876932354
08/20/2022,08/22/2022,9286.62190198559,13,0.15,1515.0506103479593
11/06/2023,11/09/2023,585.6520465250256,3,0.0,135.12778505327756
04/15/2022,04/19/2022,13711.035101288417,14,0.0,3619.8056641822063
06/17/2020,06/24/2020,2412.247997959003,7,0.1,654.5717275646845
08/04/2020,08/09/2020,6202.851506788205,10,0.0,1146.5351610211003
01/12/2021,01/17/2021,783.4084443636308,9,0.0,180.05396305045625
04/28/2020,05/01/2020,3582.4097478030258,12,0.15,941.5389796813533
07/08/2020,07/12/2020,7238.973760084563,10,0.1,2365.457138826944
02/05/2022,02/11/2022,1447.3092211011776,3,0.0,531.7369094724394
01/04/2021,01/11/2021,8150.017038377245,10,0.1,1575.3109712056978
05/28/2020,06/02/2020,3128.690105857615,9,0.4,176.01928908227373
10/13/2021,10/18/2021,12080.724154743273,13,0.0,3125.6654840984406
02/08/2022,02/14/2022,6682.929894008528,8,0.15,1908.7428224068528
01/08/2021,01/15/2021,5512.267367077118,12,0.0,1940.2180770316681
02/19/2022,02/21/2022,1708.51502055609,3,0.0,330.52890337907127
06/08/2020,06/10/2020,6692.571494550057,8,0.0,996.2221062516787
12/16/2020,12/17/2020,2751.8121057654585,12,0.0,588.0412464038823
08/04/2023,08/07/2023,2416.4371785212356,4,0.3,88.25291317594736
08/04/2023,08/08/2023,3576.0056338409813,6,0.0,1377.599731929757
06/10/2022,06/15/2022,7428.1003671129365,12,0.15,778.2770159956237
06/03/2023,06/10/2023,890.5548243681076,10,0.0,137.4678278227084
06/06/2021,06/11/2021,1537.051613237739,2,0.0,568.4688845778373
06/05/2021,06/06/2021,2287.289055801037,8,0.1,173.70492238142862
02/21/2022,02/28/2022,8394.671522445975,13,0.2,655.4544030507496
09/29/2020,10/06/2020,3238.5843813939823,9,0.3,264.70037730597153
07/24/2022,07/29/2022,1381.154138190636,7,0.3,177.5227984943757
11/26/2023,11/29/2023,7625.8568004115,8,0.0,1512.2216555768234
07/01/2020,07/02/2020,4297.5059329125515,7,0.2,639.7705637642784
05/02/2021,05/05/2021,10844.121344484014,11,0.0,1731.2569882647674
04/25/2022,04/26/2022,2966.601595424654,10,0.2,511.09275638160454
05/03/2020,05/08/2020,1566.5458492949335,4,0.4,35.00453355546912
09/11/2022,09/12/2022,615.4727910850895,1,0.0,218.356148132258
02/28/2022,03/02/2022,2072.0435209743446,3,0.0,465.63011735818685
02/17/2021,02/24/2021,285.2037322664592,7,0.15,45.10343739186918
04/10/2023,04/14/2023,2629.4587496196837,11,0.2,467.12991210970495
08/04/2023,08/09/2023,10012.686178581891,11,0.0,1371.2473970893093
12/29/2023,01/04/2024,1503.536490132266,7,0.5,-154.8062926234508
11/16/2021,11/20/2021,8985.69821541834,11,0.15,2354.893829890266
04/22/2020,04/27/2020,2877.785831940838,13,0.0,523.8307898323887
06/06/2022,06/10/2022,2992.349201238835,3,0.0,913.8906126348082
05/01/2020,05/03/2020,560.4840798959495,1,0.2,16.38187968741674
05/30/2023,06/03/2023,7786.294898258229,10,0.0,2698.371627341236
02/08/2020,02/09/2020,3626.033044324594,9,0.0,1437.607640089242
05/11/2021,05/15/2021,9805.730832518559,12,0.1,1589.5803886030205
02/18/2022,02/23/2022,2805.0421869400825,6,0.15,495.5360334653235
06/10/2023,06/16/2023,7559.625410467394,13,0.15,1193.0116549562747
07/31/2022,08/06/2022,1350.1824520980008,13,0.0,497.2132273378284
05/28/2020,05/31/2020,6099.493381286059,12,0.2,18.17777915446901
11/21/2023,11/28/2023,3081.0086943283727,7,0.5,141.84285081945276
10/18/2022,10/22/2022,186.5003959338282,1,0.0,55.150121945140775
10/22/2021,10/28/2021,592.2789402307981,1,0.2,67.94357624245698
10/28/2020,11/01/2020,84.3522033712992,4,0.4,-2.8848375413232703
10/15/2023,10/22/2023,5515.2988690615175,7,0.15,534.4589582491316
08/25/2020,08/31/2020,11698.746543963403,14,0.15,3101.796725084399
10/08/2021,10/15/2021,3967.0209274312483,11,0.0,475.37180274936503
10/24/2021,10/28/2021,1148.4308010599968,11,0.1,251.67544484184916
08/23/2020,08/28/2020,4766.332352266897,8,0.1,677.0679055026619
07/21/2020,07/25/2020,316.28935204803423,10,0.2,25.16851762132907
09/12/2020,09/19/2020,2194.476383178967,9,0.5,3.777351450731513
08/20/2021,08/25/2021,279.06138338650766,1,0.0,103.07368054822837
10/23/2021,10/28/2021,1914.4226536533924,4,0.0,546.4290169188887
08/22/2020,08/25/2020,112.37103836389363,4,0.0,37.82220236808968
09/30/2023,10/06/2023,146.63054697599858,3,0.2,26.42357733387788
06/17/2021,06/18/2021,180.71249388463957,7,0.0,55.89703696950472
05/09/2022,05/14/2022,529.4994686446464,1,0.15,81.92537279829544
02/08/2022,02/15/2022,5080.427896486108,9,0.0,1919.357668992255
06/24/2021,06/30/2021,3130.7434411660993,13,0.0,784.5070329481821
07/31/2020,08/02/2020,5201.413580919849,8,0.0,1381.143835529078
04/07/2021,04/11/2021,1239.5112580564353,2,0.3,133.2346325098728
03/11/2021,03/18/2021,512.1879840285345,2,0.1,74.19386424449489
10/09/2020,10/11/2020,4001.634575040948,8,0.4,-122.5639418124705
12/01/2023,12/08/2023,6592.252041957381,11,0.1,475.63420998545433
03/28/2020,04/01/2020,608.7513423775465,14,0.0,192.0321295445612
12/03/2022,12/06/2022,381.3983968711401,1,0.0,71.23857617541098
04/05/2021,04/12/2021,3332.4176840527753,13,0.5,-110.77160006280742
10/04/2020,10/09/2020,4112.540309108976,7,0.2,1134.9724952088338
02/24/2021,02/25/2021,2648.3332740379446,9,0.0,714.8757364352134
10/08/2023,10/13/2023,9435.86691656979,12,0.2,274.8047074547456
11/26/2021,11/30/2021,2063.083029300105,3,0.0,701.2080331419344
05/29/2021,06/05/2021,2653.5987827490185,7,0.0,469.2602320813902
12/03/2021,12/04/2021,636.3287321180454,6,0.0,169.14365563738892
01/19/2020,01/24/2020,928.8150050736989,7,0.3,95.66278359530206
01/23/2020,01/24/2020,3449.1217771822353,7,0.0,591.261053670886
02/16/2021,02/20/2021,4997.4840140878305,10,0.0,673.3175701128806
11/19/2022,11/22/2022,770.0415771731399,1,0.0,125.80822391576893
04/17/2020,04/20/2020,10204.808030431419,14,0.0,1318.474870639606
10/22/2023,10/29/2023,565.0028319581256,3,0.1,74.96932498038983
07/28/2023,08/02/2023,5990.070543526825,10,0.0,2391.171787013017
02/25/2023,02/27/2023,30.415582735459445,1,0.0,6.710519441767217
06/06/2023,06/10/2023,1213.6857761714703,5,0.4,193.17813821173942
02/08/2023,02/13/2023,2299.392564497669,3,0.0,608.7717870106331
05/15/2020,05/20/2020,405.5135073542948,1,0.0,121.64388346852395
12/27/2020,12/30/2020,1674.4805548068198,2,0.0,245.9885460199314
04/24/2023,05/01/2023,8787.543635016258,10,0.1,1163.8377470895437
05/08/2020,05/09/2020,2138.9916683533024,5,0.3,220.60068528971848
07/08/2023,07/12/2023,1689.0943913617293,11,0.0,615.4097689575038
05/29/2021,05/30/2021,810.3489152353488,3,0.3,-30.091163754986642
03/24/2021,03/30/2021,93.0649032849188,6,0.2,14.152937103053631
02/01/2023,02/07/2023,4368.230385136885,9,0.2,66.84992900771505
06/01/2023,06/05/2023,4940.116895784362,6,0.0,1171.0389162697963
05/23/2022,05/30/2022,1267.281356267625,2,0.0,365.81400378853914
04/17/2021,04/19/2021,1418.8056604049075,2,0.1,387.9255268502324
10/30/2022,11/05/2022,7297.334480828462,13,0.3,-61.592410435418564
11/29/2023,12/02/2023,9974.278670326883,13,0.1,997.1544225659978
10/28/2020,10/30/2020,2191.977161340629,8,0.0,528.3091879427959
08/18/2020,08/23/2020,9598.114213514395,11,0.0,3833.5917952317936
07/11/2022,07/17/2022,4471.360797656221,8,0.15,589.3881788669654
12/25/2022,12/28/2022,1424.7758449370021,6,0.2,182.73922546642
07/25/2022,07/30/2022,9874.217678462985,10,0.0,2268.4437497142526
04/21/2020,04/23/2020,6654.763988560466,7,0.0,826.5898748003817
11/02/2022,11/06/2022,578.6965733743353,1,0.0,192.2728876417871
11/17/2023,11/22/2023,9123.583981848133,12,0.1,1148.9371033030202
05/14/2021,05/15/2021,1935.9327155952456,9,0.2,408.67562289187964
07/20/2022,07/24/2022,1476.5681932567338,5,0.3,136.622371545212
08/20/2021,08/24/2021,1469.8101299934247,9,0.15,306.50527198148063
08/21/2020,08/23/2020,1049.803232405911,2,0.0,121.97820277579629
08/24/2021,08/26/2021,5962.3928476742885,14,0.15,1740.9573306241234
11/09/2020,11/12/2020,882.7403748078028,8,0.5,-67.8323914100771
07/19/2021,07/22/2021,2839.5094424715335,7,0.4,286.87170980242104
11/01/2022,11/02/2022,974.9154227902196,11,0.3,184.65457087088637
07/27/2020,07/31/2020,995.0435118261971,14,0.0,260.71295771289596
11/03/2022,11/10/2022,1251.3789407224394,4,0.2,126.63980736551665
12/12/2023,12/13/2023,873.0257130144015,3,0.3,212.46915157893932
11/01/2023,11/02/2023,1110.2468815681525,4,0.15,120.49721904825995
11/09/2022,11/16/2022,1061.4686848098718,4,0.0,408.2394774754563
08/09/2021,08/16/2021,1726.9429077971754,10,0.5,-178.10438826149468
10/11/2022,10/18/2022,1717.4181821258196,10,0.0,372.27896788125395
12/29/2022,12/31/2022,3275.3435555323886,8,0.0,463.6205412552069
05/19/2023,05/20/2023,11772.245417169499,13,0.0,1185.1371613791828
01/29/2023,01/30/2023,2565.617866984086,13,0.15,264.45763505752086
11/28/2021,12/03/2021,2750.4263732273876,4,0.0,347.0023733349069
05/11/2020,05/18/2020,2105.1333141140535,14,0.0,833.4299773768281
11/05/2023,11/12/2023,1441.4702310805137,5,0.2,329.3701752693675
03/01/2023,03/04/2023,524.740852383686,2,0.2,0.5832173939756558
11/09/2022,11/12/2022,9751.654644828142,13,0.2,654.2772773084802
06/19/2021,06/23/2021,1734.8089409751633,4,0.0,522.2421517004733
10/10/2022,10/13/2022,4126.689641844241,7,0.15,596.5775041857438
08/14/2020,08/20/2020,1819.3145426448482,3,0.0,635.946435905683
03/23/2023,03/27/2023,2094.676843446793,14,0.0,526.7237388331299
04/01/2022,04/08/2022,13162.030651284369,14,0.0,3897.21707166057
05/20/2022,05/25/2022,246.68741925604388,1,0.3,31.850113480775914
02/08/2021,02/11/2021,706.040038935572,13,0.0,205.7758425266918
07/20/2020,07/25/2020,2459.514158205966,8,0.0,415.73083245307095
02/07/2020,02/10/2020,2738.2191089880225,8,0.0,580.4663935841473
07/30/2022,08/02/2022,610.9072446296395,6,0.0,70.36965767249507
07/06/2020,07/11/2020,2619.866055727802,7,0.4,199.87208180856894
12/16/2022,12/17/2022,2119.7793809167797,10,0.4,80.08004743425606
07/29/2022,07/30/2022,6961.275862944272,11,0.0,2284.794076309943
11/09/2022,11/10/2022,33.34631590635298,2,0.0,5.399260049476797
09/29/2020,10/05/2020,4911.139575004225,5,0.0,1134.6875385189987
02/16/2023,02/17/2023,1716.587471608654,12,0.2,93.07960378103698
08/05/2021,08/08/2021,4639.163737865209,7,0.0,1318.4214210590653
05/30/2021,06/06/2021,6467.638142220482,9,0.0,2292.189664053194
05/29/2023,05/31/2023,161.90303962500118,1,0.1,45.27342855654776
06/09/2021,06/14/2021,361.78547784418316,3,0.0,138.6576821967507
12/01/2020,12/08/2020,966.3085195581634,6,0.0,378.32692246254805
11/28/2021,11/30/2021,3560.9010260109317,14,0.0,1180.8309599574627
12/14/2022,12/21/2022,1235.848577690858,7,0.0,229.91952557616847
05/14/2021,05/20/2021,3657.200936507212,6,0.1,423.42492105287755
06/18/2022,06/20/2022,213.3124358444033,1,0.5,-3.3565329608266334
02/04/2022,02/08/2022,2169.6547142808377,4,0.0,863.8808044439156
06/19/2021,06/20/2021,341.18052552640006,6,0.0,76.35634021574096
06/10/2020,06/16/2020,4140.655072654637,8,0.4,-166.78342005305547
08/16/2021,08/23/2021,1252.0608637189118,10,0.3,292.10938457528067
06/07/2020,06/10/2020,5131.711313967522,14,0.0,1107.2970269646448
04/26/2023,04/27/2023,276.02091966026364,4,0.15,64.11128686495364
02/29/2020,03/01/2020,1017.9764231129245,7,0.0,342.49398732205475
07/03/2022,07/05/2022,5888.444459707963,11,0.2,1489.4630100457605
09/04/2023,09/08/2023,1043.491698349698,3,0.5,100.57602504156276
07/29/2020,07/30/2020,4897.40997440951,8,0.1,1473.5036170979051
02/09/2021,02/16/2021,556.6154199675618,1,0.0,167.14939989196947
10/25/2021,11/01/2021,3811.98578948715,4,0.0,843.0180681747205
02/06/2023,02/11/2023,3482.3166462940567,8,0.15,784.1691520852594
01/04/2023,01/09/2023,4094.2611810313388,10,0.1,1232.4557298848506
06/25/2021,06/26/2021,867.238374203905,4,0.15,112.9081396394176
08/30/2023,09/01/2023,215.72206794789298,2,0.0,40.761201843451104
09/24/2022,09/26/2022,994.8120851997306,2,0.1,152.31783226396183
02/14/2023,02/17/2023,1158.2686253732393,4,0.1,249.47370966167028
07/15/2022,07/21/2022,6874.20668166193,13,0.0,795.5736785636708
05/17/2022,05/23/2022,856.2315499114997,4,0.0,285.71697250193574
01/19/2020,01/25/2020,1679.5818909716645,2,0.0,237.9221595788392
03/07/2021,03/11/2021,5598.32133034988,7,0.2,223.10204573083413
01/09/2022,01/11/2022,1678.8153225991591,6,0.15,141.52034060581647
10/05/2023,10/08/2023,6498.063350145494,11,0.3,799.7701387591972
07/01/2020,07/06/2020,2622.76882508545,3,0.0,486.9708325552156
04/22/2020,04/29/2020,4781.342644173642,8,0.4,49.85553165002816
04/21/2023,04/27/2023,2235.4747422732776,8,0.2,624.8034168758877
04/25/2021,04/30/2021,758.4809797769647,1,0.0,268.6241198391337
03/15/2023,03/20/2023,709.5627408166968,3,0.0,252.36106919203112
04/10/2022,04/11/2022,3142.740206396109,5,0.0,858.8874849865936
02/10/2023,02/14/2023,707.7941437781093,2,0.5,77.81477788353847
02/01/2022,02/04/2022,8924.513827316945,12,0.0,2976.9478248501546
04/20/2021,04/24/2021,2581.205362783404,12,0.0,996.2705205813025
02/01/2022,02/02/2022,4251.191573956165,5,0.0,507.211883713066
08/19/2023,08/22/2023,3286.068491772346,11,0.3,-135.98362596088072
08/28/2022,08/31/2022,2242.058225572095,10,0.0,341.93401805362845
10/16/2022,10/18/2022,1641.3173324645477,3,0.0,621.6086390152908
02/15/2023,02/19/2023,7782.512024797854,9,0.0,2192.0965181458578
